# 中文	English
一个女孩	1girl
挪威峡湾的惊世美景是摄影师的梦想	breathtaking beauty of the norwegian fjords is a photographer's dream
挪威令人惊叹的峡湾是摄影师的梦想	breathtaking fjords of norway are a photographer's dream
平房小屋	bungalow
公交站	bus station
曼谷繁华市场的视觉、听觉和嗅觉盛宴	bustling markets of bangkok are a sensory overload of sights, sounds, and smells
海滨	by the seaside
小木屋	cabin
卡米洛特	camelot
亚瑟王的卡米洛特	camelot arthurian realm
亚瑟王和圆桌骑士的卡米洛特王国	camelot realm of king arthur and the knights of the round table
露营地	campground
坎特伯雷大教堂	canterbury cathedral
意大利巴勒莫修道院墓穴	capuchin catacombs palermo italy
车棚	carport
法国巴黎墓穴	catacombs of paris france
大教堂	cathedral
赛莱西娅	celestia
小木屋	chalet
化工厂	chemical plant
奇琴伊察	chichen itza
希波拉	cibola
要塞	citadel
诊所	clinic
煤矿	coal mine
学院	college
科隆大教堂	cologne cathedral
马拉喀什五彩市场的感官盛宴	colorful markets of marrakech are a feast for the senses
哈瓦那色彩斑斓的街道是摄影师的梦想，有经典汽车、活力四射的建筑和生动的街头场景	colorful streets of havana are a photographer's dream, with classic cars, vibrant architecture, and lively street scenes
罗马斗兽场	colosseum
音乐厅	concert hall
小屋	cottage
舞吧	danceclub
洞穴系统深处	deep within a cave system
冰川深处	deep within a glacier
水晶洞穴深处	deep within the crystal caverns
百货商店	department store
迪士尼乐园	disney land
神圣奥林匹斯	divine olympus
狗窝	doghouse
洋娃娃屋	dollhouse
市中心交通信号灯霓虹灯装饰牌建筑	downtown traffic signals street lights neon signs decorative signs building
圣托里尼壮观的悬崖提供爱琴海令人惊叹的景色	dramatic cliffs of santorini offer breathtaking views of the aegean sea
冰岛壮丽的自然景观如同童话世界，有瀑布、冰川和火山地形	dramatic landscapes of iceland are like something out of a fairy tale, with waterfalls, glaciers, and volcanic terrain
新西兰壮丽的自然景观提供无尽的冒险机会	dramatic landscapes of new zealand offer endless opportunities for adventure
新西兰南岛壮观的自然景观是户外爱好者的天堂，有徒步、滑雪和蹦极	dramatic landscapes of new zealand's south island are a playground for outdoor enthusiasts, with hiking, skiing, and bungee jumping
米兰大教堂	duomo di milano
美国东部州立监狱	eastern state penitentiary usa
伊甸园	eden biblical paradise
苏格兰爱丁堡城堡	edinburgh castle scotland
埃菲尔铁塔	eiffel tower
南美神话中的黄金埃尔多拉多城	el dorado city of gold in south american mythology
黄金埃尔多拉多城	eldorado city of gold
传说中的黄金埃尔多拉多城	eldorado legendary city of gold
幽影之地	elusive land of shadows
幽影沙马哈拉	elusive shambhala
希腊伊里亚松乐园	elysium greek paradise
希腊神话中的伊里亚松乐园	elysium paradise in greek mythology
翡翠城	emerald the emerald city
魔法卡米洛特	enchanted camelot
铜城	enchanted city of brass
乌巴之城	enchanted city of ubar
布罗凯兰德森林	enchanted forest of broceliande
迷雾之地	enchanted land of mists
永恒的梦幻岛	eternal neverland
虚幻天城	ethereal celestial city
虚幻夏安杜	ethereal xanadu
亚瑟王传说中的阿瓦隆岛	fabled isle of avalon
提尔纳诺格传说之地	fabled tir na nog
农舍	farmhouse
水上酒店	floating hotel
小吃摊	food stand
人行桥	footbridge
紫禁城	forbidden city
奥兹国遗忘之地	forgotten land of oz
幽影之地	forgotten land of shadows
堡垒	fort
要塞	fortress
化石燃料发电站	fossil fuel power station
高速公路	freeway
富士山	fuji mountain
门	gate
巨杉树	giant sequoia tree
黄金埃尔多拉多	golden el dorado
谷仓	grain elevator
粮仓	grain silo
大峡谷	grand canyon
大堡礁是一个充满生机的水下乐园	great barrier reef is a vibrant underwater paradise teeming with life
吉萨大金字塔	great pyramid of giza
杂货店	grocery store
小旅馆	guesthouse
健身房	gymnasium
希腊神话中的地狱	hades underworld in greek mythology
圣索菲亚大教堂	hagia sophia
夏威夷	hawaiki
赫尔海姆	helheim
来自爱尔兰蒙特佩利尔山的地狱之火俱乐部	hellfire club montpelier hill ireland
隐秘的阿格拉塔	hidden agartha
隐秘的香格里拉之城	hidden city of shangri-la
隐秘的以太王国	hidden kingdom of aether
隐秘的精灵之地	hidden land of faerie
罗马的历史街道充满了等待探索的古代奇迹	historic streets of rome are filled with ancient wonders waiting to be explored
罗马尼亚霍伊亚·巴奇乌森林	hoia baciu forest romania
家	home
招待所	hostel
来自爱尔兰西海岸的海布拉斯基岛	hy-brasil mythical island west of ireland
水电站	hydroelectric power plant
超伯罗尼亚永恒之地	hyperborea eternal land
超伯罗尼亚永恒之春神话之地	hyperborea mythical land of eternal spring
冰淇淋摊	ice cream stand
吉萨的标志性金字塔是古埃及丰富历史和文化的象征	iconic pyramids of giza are a symbol of ancient egypt's rich history and culture
纽约市的城市天际线是进步与创新的象征	iconic skyline of new york city is a symbol of progress and innovation
在火星生物穹顶内	in a bio-dome on mars
在一个繁华的城市	in a bustling city
在一个城堡里	in a castle
在云端中的城堡	in a castle in the clouds
在玻璃制成的城堡中	in a castle made of glass
在天城内	in a celestial city
在天文台内	in a celestial observatory
在一个建于巨大蘑菇上的城市	in a city built on giant mushrooms
在霓虹灯之城	in a city of neon lights
在一个被围攻的城市	in a city under siege
在宇宙图书馆中	in a cosmic library
在水晶洞穴内	in a crystal cave
在水晶岩洞内	in a crystal cavern
在水晶宫殿里	in a crystal palace
在清澈的湖边	in a crystal-clear lake
在赛博朋克城市中	in a cyberpunk city
在沙漠绿洲	in a desert oasis
在一个梦幻世界	in a dream world
在一个童话小屋内	in a fairy tale cottage
在一个童话王国里	in a fairy tale kingdom
在向日葵田里	in a field of sunflowers
在漂浮的飞艇上	in a floating airship
在漂浮市场中	in a floating marketplace
在漂浮天空王国内	in a floating sky kingdom
在一个森林里	in a forest
在一个被遗忘的地牢里	in a forgotten dungeon
在一个冻土带	in a frozen tundra
在未来城市景观中	in a futuristic cityscape
在未来的水下基地内	in a futuristic underwater base
在一个鬼镇	in a ghost town
在一个巨大的蜂巢里	in a giant beehive
在一个大树屋村庄里	in a giant treehouse village
在一个闹鬼的森林	in a haunted forest
在一个闹鬼的大宅内	in a haunted mansion
在一个隐秘洞穴中	in a hidden cave
在一个隐藏花园里	in a hidden garden
在一个隐秘岩洞内	in a hidden grotto
在一个隐秘丛林神庙里	in a hidden jungle temple
在精灵隐秘领域中	in a hidden realm of faeries
在一个隐藏山谷里	in a hidden valley
在一个高科技实验室里	in a high-tech laboratory
在一个幻象迷宫内	in a labyrinth of illusions
在镜像迷宫中	in a labyrinth of mirrors
在错综复杂的地牢中	in a labyrinthine dungeon
在云端失落之城	in a lost city in the clouds
在黄金失落之城	in a lost city of gold
在一个失落的文明	in a lost civilization
在魔法森林的小径上	in a magical forest glade
在中世纪村庄	in a medieval village
在神话丛林	in a mythical jungle
在一个神话世界	in a mythical realm
在一个神话水下王国	in a mythical underwater kingdom
在平行维度	in a parallel dimension
在平行宇宙	in a parallel universe
在后末日荒原	in a post-apocalyptic wasteland
在古朴村庄	in a quaint village
在一个永恒黑夜的世界	in a realm of eternal night
在秘密花园迷宫中	in a secret garden maze
在奇迹秘密花园中	in a secret garden of wonders
在秘密地下掩体中	in a secret underground bunker
在太空殖民地	in a space colony
在宇宙飞船上	in a spaceship
在一个灵界	in a spirit world
在蒸汽朋克城市	in a steampunk city
在潜艇上	in a submarine
在超现实梦境中	in a surreal dreamscape
在云端神庙	in a temple floating in the clouds
在一个时间循环中	in a time loop
在时光机里	in a time-traveling machine
在热带天堂	in a tropical paradise
在高脚屋村庄	in a village built on stilts
在虚拟现实模拟中	in a virtual reality simulation
在巫师塔中	in a wizards tower
在一个废弃游乐园	in an abandoned amusement park
在另一个维度	in an alternate dimension
在古代露天剧场	in an ancient amphitheater
在古代角斗场	in an ancient coliseum
在古卷轴图书馆	in an ancient library of scrolls
在古代天文台	in an ancient observatory
在一个古老神庙	in an ancient temple
在魔法森林	in an enchanted forest
在魔法冰宫	in an enchanted ice palace
在星际空间站	in an intergalactic space station
在水下城市	in an underwater city
在一个水下文明	in an underwater civilization
在水下火山	in an underwater volcano
在发光珊瑚的深渊要塞中	in the abyssal citadel with bioluminescent corals
在发光海洋生物的深渊洞穴中	in the abyssal grotto with bioluminescent sea creatures
在一个神秘书籍的秘藏档案馆中	in the arcane archive storing mystical tomes
在宇宙溪流中心的灵界圣所	in the astral sanctuary at the heart of cosmic streams
在宇宙溪流交汇处的灵界圣所	in the astral sanctuary at the nexus of cosmic streams
在永恒糖果仙境中	in the candied wonderland of everlasting sweets
在雷鸣之下的天界圣殿	in the celestial sanctum beneath the thundering veil
在雷暴之下的天界圣殿	in the celestial sanctum beneath the thunderstorm veil
在一个容纳灵界观测站的天塔中	in the celestial spire housing astral observatories
在穿越星云的天际巡洋舰上	in the celestial starcruiser voyaging through celestial nebulae
在无限甜蜜糖果界的王国	in the confectionery realm of infinite sweet delights
在穿越星云的宇宙巡洋舰上	in the cosmic starcruiser voyaging through nebulae
在元素汇聚顶点的水晶尖塔中	in the crystal spire at the apex of elemental convergence
水晶深渊之城	in the crystaline abyssal city of submerged spires
在星辰之海的深处	in the depths of the ocean of stars
在玄武岩山下的回响深渊	in the echoing abyss beneath the obsidian mountains
黑曜群峰下的回响深渊	in the echoing abyss beneath the obsidian peaks
在调和诸界的元素枢纽	in the elemental nexus with harmonizing realms
在天界植物园的怀抱	in the embrace of the celestial arboretum
在永恒糖果世界的魔幻之地	in the enchanted confectionery realm of eternal sweets
在被幽灵环绕的魔法草甸	in the enchanted meadow surrounded by wisps
在精灵界枢纽连接的精灵领域	in the feywild nexus linking fey realms
在航行于天海中的银河星舰	in the galactic starship sailing through celestial oceans
在秘法档案馆储存着神秘记载	in the grimoire archive storing arcane chronicles
在火山的心脏	in the heart of a volcano
在天界集市的核心	in the heart of the celestial bazaar
在沙漠幻影中的幻象蜃景	in the illusionary mirage within the desert mirage sands
在不断变化的迷宫大厅	in the labyrinth of everchanging halls
梦境之地	in the land of dreams
在沐浴着永恒月光的发光林地	in the luminous grove bathed in eternal moonlight
在幻影沙地中隐藏的蜃景绿洲	in the mirage oasis concealed within the mirage sands
在有幻象棕榈林的蜃景绿洲	in the mirage oasis with illusory palm groves
在发光菌类庇护所	in the myconid haven with luminescent fungal canopies
在发光菌类庇护所	in the myconid haven with luminous fungal canopies
在连接多元宇宙领域的枢纽门户	in the nexus gateway connecting multiversal realms
在幻影沙地中隐藏的绿洲蜃景	in the oasis mirage hidden in the mirage sands
在无尽可能的世界	in the realm of endless possibilities
灵界	in the realm of spirits
时间异常裂隙	in the rift of temporal anomalies
被遗忘月亮的阴影下	in the shadow of the forgotten moon
在风暴帷幕下的观星者避难所	in the stargazer's refuge beneath the veil of storms
在星光闪烁的沙丘中，星座变换不定	in the starlit dunes with shifting constellations
在翻滚风暴上方锻造的要塞	in the stormforged bastion above the roiling storms
在俯瞰瞬息瀑布的锻造观测站	in the stormforged observatory overlooking ephemeral falls
在古老林地中的幽林领地	in the sylvan enclave within the ancient grove
穿越瞬息领域的时空枢纽	in the temporal nexus traversing ephemeral realms
横跨永恒溪流的时间裂隙	in the temporal rift crossing the streams of eternity
在俯瞰光辉瀑布的雷暴巢穴	in the thunderstorm aerie overlooking radiant waterfalls
在满是秘法手稿的图书守护者要塞	in the tomekeeper's citadel filled with arcane grimoires
在被幻象沙地环绕的奇想蜃景	in the whimsical mirage surrounded by illusionary sands
在遮蔽悬崖下的低语深渊	in the whispering chasm beneath the veiled cliffs
在有魔法柳树的低语森林	in the whispering woods with enchanted willows
火山内部	inside a volcano
意大利波韦利亚岛	island of poveglia italy
墨西哥玩偶岛	island of the dolls mexico
亚瑟王的阿瓦隆岛	isle of avalon arthurian resting place
亚瑟王的阿瓦隆岛	isle of avalon resting place of king arthur
巨人之境	jotunheim
湖畔别墅	lake house
漂浮灯笼	lantern floating
爱尔兰莱普城堡	leap castle ireland
传奇中土世界	legendary middle-earth
拉姆利亚	lemuria
失落的拉姆利亚大陆	lemuria lost continent
太平洋上的失落拉姆利亚大陆	lemuria lost continent of the pacific
美国莉齐·博登故居	lizzie borden house usa
黄金之城	lost city of gold
失落穆岛	lost mu
充满生机的哥斯达黎加雨林是植物和动物多样性的宝库	lush rainforests of costa rica are home to an incredible diversity of plant and animal life
充满生机的哥斯达黎加雨林拥有奇异野生动物和壮观瀑布	lush rainforests of costa rica are home to exotic wildlife and stunning waterfalls
托斯卡纳郁郁葱葱的葡萄园是视觉与味觉的盛宴	lush vineyards of tuscany are a feast for the eyes and the palate
利昂内斯	lyonesse
马丘比丘	machu picchu
玛格梅尔	mag mell
魔法纳尼亚	magical narnia
壮丽阿斯加德	majestic asgard
加拿大多伦多壮丽风光	majestic beauty of the canadian rockies is a sight to behold, with towering mountains, crystal-clear lakes, and lush forests
科罗拉多大峡谷壮观景色	majestic grand canyon offers breathtaking vistas at every turn
维多利亚瀑布是世界上最大最壮观的瀑布之一	majestic victoria falls is one of the largest and most impressive waterfalls in the world
豪宅	mansion
海港	marina
大都市区	megalopolis
梅林洞穴，巫师梅林的神话隐居地	merlin cave mythical retreat of the wizard merlin
尼德方域，北欧神界	midgard norse realm
人类所在的尼德方域	midgard realm of humans in norse mythology
修道院	monastery
石碑	monolith
圣米歇尔山	mont saint michel
汽车旅馆	motel
奥林匹斯山，希腊神的家园	mount olympus home of the greek gods
太平洋神话中的穆大陆	mu lost continent in pacific folklore
神秘的失落之城Z	mysterious the lost city of z
神秘阿瓦隆	mystical avalon
神秘基默里亚	mystical cimmeria
神秘埃利达诺	mystical eldorado
幸运岛，神秘的祝福之地	mystical isle of the blessed
阿瓦隆谷，神秘之地	mystical vale of avalon
神话中的亚特兰蒂斯	mythical atlantis
神话中的伊里亚德平原	mythical elysian fields
神话中的海伯利亚	mythical hyperborea
纳尼亚，魔法世界	narnia magical world
纳尼亚，衣柜之外的魔法世界	narnia magical world beyond the wardrobe
瑞士阿尔卑斯山自然美景无与伦比，雪山、清澈湖泊和郁郁葱葱山谷	natural beauty of the swiss alps is unparalleled, with snow-capped peaks, crystal-clear lakes, and lush green valleys
